State_Region,State_Region_Mya,SR_Pcode,District,District_Mya,D_Pcode,Township,Township_Mya,TS_Pcode,Place,Postcode,Remark
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Hlaing,လှိုင်,MMR013040,Hlaing,11051,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Hlaing,လှိုင်,MMR013040,Thamine College,11052,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Mayangone,မရမ်းကုန်း,MMR013042,Kaba Aye,11061,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Mayangone,မရမ်းကုန်း,MMR013042,Bayintnaung Market (Thamine),11062,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Thingangyun,သင်္ဃန်းကျွန်း,MMR013009,Thingangyun,11071,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Thingangyun,သင်္ဃန်းကျွန်း,MMR013009,Thuwunna,11072,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Yankin,ရန်ကင်း,MMR013010,Yankin,11081,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Yankin,ရန်ကင်း,MMR013010,Pyi Thar Yar,11082,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,South Okkalapa,တောင်ဥက္ကလာပ,MMR013011,Okkalapa (South),11091,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Kyeemyindaing,ကြည့်မြင်တိုင်,MMR013038,Kyeemyindaing,11101,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Sanchaung,စမ်းချောင်း,MMR013039,Sanchaung,11111,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Ahlone,အလုံ,MMR013037,Ahlone,11121,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Lanmadaw,လမ်းမတော်,MMR013035,Lanmadaw,11131,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Pabedan,ပန်းပဲတန်း,MMR013034,Pabedan,11141,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Pabedan,ပန်းပဲတန်း,MMR013034,Theingyi Market,11142,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Pabedan,ပန်းပဲတန်း,MMR013034,Bogyoke Market,11143,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Botahtaung,ဗိုလ်တထောင်,MMR013017,Botahtaung,11161,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Botahtaung,ဗိုလ်တထောင်,MMR013017,Botahtaung,11162,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Pazundaung,ပုဇွန်တောင်,MMR013016,Pazundaung,11171,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,#N/A,#N/A,#N/A,Yangon,#N/A,#N/A,Yangon,11181,No Pcode data
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Kyauktada,ကျောက်တံတား,MMR013033,Kyauktada,11182,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Dagon,ဒဂုံ,MMR013043,Dagon,11191,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013D004,Bahan,ဗဟန်း,MMR013044,Bahan,11201,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Tamwe,တာမွေ,MMR013015,Tamwe,11211,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,MMR013022,Mingalar Taung Nyunt,11221,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,MingalarTaungNyunt,မင်္ဂလာတောင်ညွန့်,MMR013022,Yangon Station,11222,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Thaketa,သာကေတ,MMR013013,Tharkayta,11231,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Dawbon,ဒေါပုံ,MMR013014,Dawbon,11241,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013D003,Thanlyin,သန်လျှင်,MMR013023,Tanyin,11291,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013D003,Kyauktan,ကျောက်တန်း,MMR013024,Kyauk Tan,11301,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013D001,HlaingTharYa,လှိုင်သာယာ,MMR013008,Hlaing Thar Yar,11401,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013D001,Shwepyithar,ရွှေပြည်သာ,MMR013007,Shwe Pyi Thar,11411,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Dagon Myothit (North),ဒဂုံမြို့သစ်မြောက်ပိုင်း,MMR013019,Dagon Myothit (North),11421,
Yangon,ရန်ကုန်ဒေသကြီး,MMR013,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013D002,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,MMR013018,Dagon Myothit (South),11431,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mawlamyine,မော်လမြိုင်,MMR011001,Mawlamyine,12011,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mawlamyine,မော်လမြိုင်,MMR011001,Mawlamyine University,12012,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mawlamyine,မော်လမြိုင်,MMR011001,Mupon,12013,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mawlamyine,မော်လမြိုင်,MMR011001,Daingwunkwin,12014,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mawlamyine,မော်လမြိုင်,MMR011001,Daweizu,12015,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mawlamyine,မော်လမြိုင်,MMR011001,Myaingthaya,12016,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mawlamyine,မော်လမြိုင်,MMR011001,Zayyathiri,12017,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mawlamyine,မော်လမြိုင်,MMR011001,Kadoe,12018,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Kyaikto,ကျိုက်ထို,MMR011009,Kyaikhto,12021,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Kyaikto,ကျိုက်ထို,MMR011009,Theinzayet,12022,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Kyaikto,ကျိုက်ထို,MMR011009,Mokepalin,12023,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Kyaikto,ကျိုက်ထို,MMR011009,Kyeikhteeyoyinpyin,12024,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Kyaikto,ကျိုက်ထို,MMR011009,Mayangone,12025,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Kyaikto,ကျိုက်ထို,MMR011009,Sittaung,12026,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Kyaikto,ကျိုက်ထို,MMR011009,Kyeikkatha,12027,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Bilin,ဘီးလင်း,MMR011010,Beelin,12031,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Bilin,ဘီးလင်း,MMR011010,Taungzon,12032,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Thaton,သထုံ,MMR011007,Thaton,12041,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Thaton,သထုံ,MMR011007,Theinseik,12042,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Thaton,သထုံ,MMR011007,Thutdamawaddy,12043,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Paung,ပေါင်,MMR011008,Paung,12051,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Paung,ပေါင်,MMR011008,Mottama,12052,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Paung,ပေါင်,MMR011008,Zinkyeik,12053,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Paung,ပေါင်,MMR011008,Yinnyein,12054,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Paung,ပေါင်,MMR011008,Kywechan,12055,
Mon,မွန်ပြည်နယ်,MMR011,Thaton,သထုံခရိုင်,MMR011D002,Paung,ပေါင်,MMR011008,Ahhlat,12056,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Chaungzon,ချောင်းဆုံ,MMR011003,Chaungsone,12061,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Chaungzon,ချောင်းဆုံ,MMR011003,Ywalut,12062,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Chaungzon,ချောင်းဆုံ,MMR011003,Kalwi,12063,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Chaungzon,ချောင်းဆုံ,MMR011003,Muyitkalay,12064,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Kyaikmaraw,ကျိုက္မရော,MMR011002,Kyaikmaraw,12071,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Kyaikmaraw,ကျိုက္မရော,MMR011002,Nyaungbinseik,12072,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Kyaikmaraw,ကျိုက္မရော,MMR011002,Tayanar,12073,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Kyaikmaraw,ကျိုက္မရော,MMR011002,Chaungnagwa,12074,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mudon,မုဒုံ,MMR011005,Mudon,12081,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mudon,မုဒုံ,MMR011005,Nattaung,12082,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mudon,မုဒုံ,MMR011005,Hpaout,12083,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mudon,မုဒုံ,MMR011005,Kamawet,12084,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Mudon,မုဒုံ,MMR011005,Kaloutthaut,12085,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Thanbyuzayat,သံဖြူဇရပ်,MMR011004,Thanpyuzayet,12091,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Thanbyuzayat,သံဖြူဇရပ်,MMR011004,Kyaikkhame,12092,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Thanbyuzayat,သံဖြူဇရပ်,MMR011004,Wegali,12093,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Thanbyuzayat,သံဖြူဇရပ်,MMR011004,Panga,12094,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Thanbyuzayat,သံဖြူဇရပ်,MMR011004,Kyonkadat,12095,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Ye,ရေး,MMR011006,Ye,12101,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Ye,ရေး,MMR011006,Lamine,12102,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Ye,ရေး,MMR011006,Ahsin,12103,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Ye,ရေး,MMR011006,Khawza,12104,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Ye,ရေး,MMR011006,Hnitkayin,12105,
Mon,မွန်ပြည်နယ်,MMR011,Mawlamyine,မော်လမြိုင်ခရိုင်,MMR011D001,Ye,ရေး,MMR011006,Kyaungywa,12106,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpa-an,ဘားအံ,MMR003001,Hpa-an,13011,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpa-an,ဘားအံ,MMR003001,Htonaing,13012,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpa-an,ဘားအံ,MMR003001,Zarthapyin,13013,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpa-an,ဘားအံ,MMR003001,Myaingkalay,13014,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpa-an,ဘားအံ,MMR003001,Eindu,13015,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpa-an,ဘားအံ,MMR003001,Tayokehla,13016,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpa-an,ဘားအံ,MMR003001,Hpa-an University,13017,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpa-an,ဘားအံ,MMR003001,Barkat,13018,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Thandaunggyi,သံတောင်ကြီး,MMR003004,Thantaungthit,13021,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Thandaunggyi,သံတောင်ကြီး,MMR003004,Thandaunggyi,13022,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Thandaunggyi,သံတောင်ကြီး,MMR003004,Latetho,13023,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Thandaunggyi,သံတောင်ကြီး,MMR003004,Bawgali,13024,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpapun,ဖာပွန်,MMR003003,Hpapun,13031,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hpapun,ဖာပွန်,MMR003003,Kamamaung,13032,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hlaingbwe,လှိုင်းဘွဲ့,MMR003002,Hlaingbwe,13041,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hlaingbwe,လှိုင်းဘွဲ့,MMR003002,Shwegwan,13042,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hlaingbwe,လှိုင်းဘွဲ့,MMR003002,Myaing Gyi Ngu,13043,
Kayin,ကရင်ပြည်နယ်,MMR003,Hpa-An,ဘားအံခရိုင်,MMR003D001,Hlaingbwe,လှိုင်းဘွဲ့,MMR003002,Paingkyon,13044,
Kayin,ကရင်ပြည်နယ်,MMR003,Myawaddy,မြဝတီခရိုင်,MMR003D002,Myawaddy,မြဝတီ,MMR003005,Myawaddy,13051,
Kayin,ကရင်ပြည်နယ်,MMR003,Myawaddy,မြဝတီခရိုင်,MMR003D002,Myawaddy,မြဝတီ,MMR003005,ThinkhanNyinaung,13052,
Kayin,ကရင်ပြည်နယ်,MMR003,Kawkareik,ကော့ကရိတ်ခရိုင်,MMR003D003,Kawkareik,ကော့ကရိတ်,MMR003006,Kawkareik,13061,
Kayin,ကရင်ပြည်နယ်,MMR003,Kawkareik,ကော့ကရိတ်ခရိုင်,MMR003D003,Kawkareik,ကော့ကရိတ်,MMR003006,Kyondo,13062,
Kayin,ကရင်ပြည်နယ်,MMR003,Kawkareik,ကော့ကရိတ်ခရိုင်,MMR003D003,Kawkareik,ကော့ကရိတ်,MMR003006,Kawtbain,13063,
Kayin,ကရင်ပြည်နယ်,MMR003,Kawkareik,ကော့ကရိတ်ခရိုင်,MMR003D003,Kawkareik,ကော့ကရိတ်,MMR003006,Nabu,13064,
Kayin,ကရင်ပြည်နယ်,MMR003,Kawkareik,ကော့ကရိတ်ခရိုင်,MMR003D003,Kyainseikgyi,ကြာအင်းဆိပ်ကြီး,MMR003007,Kyainseikgyi,13071,
Kayin,ကရင်ပြည်နယ်,MMR003,Kawkareik,ကော့ကရိတ်ခရိုင်,MMR003D003,Kyainseikgyi,ကြာအင်းဆိပ်ကြီး,MMR003007,Kyaikdon,13072,
Kayin,ကရင်ပြည်နယ်,MMR003,Kawkareik,ကော့ကရိတ်ခရိုင်,MMR003D003,Kyainseikgyi,ကြာအင်းဆိပ်ကြီး,MMR003007,Phayar Thonesu,13073,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Dawei,ထားဝယ်,MMR006001,Dawei,14011,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Dawei,ထားဝယ်,MMR006001,Kyaukmetaung,14012,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Dawei,ထားဝယ်,MMR006001,Heinda,14013,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Dawei,ထားဝယ်,MMR006001,Dawei Cantonment,14014,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Dawei,ထားဝယ်,MMR006001,Myittar,14015,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Dawei,ထားဝယ်,MMR006001,Maungmalshaung,14016,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Yebyu,ရေဖြူ,MMR006004,Yebyu,14021,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Yebyu,ရေဖြူ,MMR006004,Kanbauk,14022,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Yebyu,ရေဖြူ,MMR006004,Kaleinaung,14023,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Yebyu,ရေဖြူ,MMR006004,Pagawzun,14024,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Thayetchaung,သရက်ချောင်း,MMR006003,Thayetchaung,14031,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Thayetchaung,သရက်ချောင်း,MMR006003,Nyaungzin,14032,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Thayetchaung,သရက်ချောင်း,MMR006003,YaNge',14033,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Launglon,လောင်းလုံ,MMR006002,Launglon,14041,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Launglon,လောင်းလုံ,MMR006002,Maungmagun,14042,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Launglon,လောင်းလုံ,MMR006002,Dawei University,14043,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Launglon,လောင်းလုံ,MMR006002,Kyauknimaw,14044,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Launglon,လောင်းလုံ,MMR006002,Thakyettaw,14045,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Dawei,ထားဝယ်ခရိုင်,MMR006D001,Launglon,လောင်းလုံ,MMR006002,Yebyu-Lower,14046,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Myeik,မြိတ်,MMR006005,Myeik,14051,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Myeik,မြိတ်,MMR006005,Myeik University,14052,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Myeik,မြိတ်,MMR006005,Myeik Cantonment,14053,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Myeik,မြိတ်,MMR006005,Myeik Myotthit,14054,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Myeik,မြိတ်,MMR006005,Thamoke,14055,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Palaw,ပုလော,MMR006007,Palaw,14062,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Palaw,ပုလော,MMR006007,Pala,14062,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Palaw,ပုလော,MMR006007,Shatpon,14063,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Palaw,ပုလော,MMR006007,Paloug,14064,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Tanintharyi,တနင်္သာရီ,MMR006008,Tanintharyi,14071,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Kawthoung,ကော့သောင်းခရိုင်,MMR006D003,Bokpyin,ဘုတ်ပြင်း,MMR006010,Bokpyin,14081,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Kawthoung,ကော့သောင်းခရိုင်,MMR006D003,Bokpyin,ဘုတ်ပြင်း,MMR006010,Karathuri,14082,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Kawthoung,ကော့သောင်းခရိုင်,MMR006D003,Bokpyin,ဘုတ်ပြင်း,MMR006010,Pyigyimandaing,14083,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Kawthoung,ကော့သောင်းခရိုင်,MMR006D003,Kawthoung,ကော့သောင်း,MMR006009,Kawthoung,14091,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Kawthoung,ကော့သောင်းခရိုင်,MMR006D003,Kawthoung,ကော့သောင်း,MMR006009,Kawthoung Cantonment,14092,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Kawthoung,ကော့သောင်းခရိုင်,MMR006D003,Kawthoung,ကော့သောင်း,MMR006009,Khamoukgyi,14093,
Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006,Myeik,မြိတ်ခရိုင်,MMR006D002,Kyunsu,ကျွန်းစု,MMR006006,Kyunzu,14101,
Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008,Pyay,ပြည်ခရိုင်,MMR008D001,Pyay,ပြည်,MMR008001,Pyay University Pyay,08156,
